id,@id,addr:city,admin_level,alt_name,border_type,boundary,city,designation,district,is_in:city,kaynak,name,name:en,name:ku,name:ru,network,note,old_name,place,population,population:date,source,type,wall:material,@relations,wikidata,wikimedia_commons,wikipedia
relation/17193902,relation/17193902,,"8",,,administrative,,,,,,Kale Mahallesi,,,,,,,,,,,boundary,,,Q97231326,,
relation/17193903,relation/17193903,,"8",,,administrative,,,,,,Sarıkaya Mahallesi,,,,,,,,,,,boundary,,,Q97232247,,
relation/17193904,relation/17193904,,"8",,,administrative,,,,,,Sanayi Mahallesi,,,,,,,,,,,boundary,,,Q97232233,,
relation/17193905,relation/17193905,,"8",,,administrative,,,,,,Mustafacık Mahallesi,,,,,,,,,,,boundary,,,Q97231827,,
relation/17193906,relation/17193906,,"8",,,administrative,,,,,,Emek Mahallesi,,,,,,,,,,,boundary,,,Q97230748,,
relation/17203655,relation/17203655,,"8",,,administrative,,,,,,Akbayır Mahallesi,,,,,,,,,,,boundary,,,Q4700493,,
relation/17204373,relation/17204373,,"8",,,administrative,,,,,,Hacıbektaşlı Mahallesi,,,,,,,,,,,boundary,,,Q4832803,,
relation/17204374,relation/17204374,,"8",,,administrative,,,,,,Şeyh Kuyusu Mahallesi,,,,,,,,,,,boundary,,,Q97233184,,
relation/17204375,relation/17204375,,"8",,,administrative,,,,,,Mehmet Akif Ersoy Mahallesi,,,,,,,,,,,boundary,,,Q97231756,,
relation/17204376,relation/17204376,,"8",,,administrative,,,,,,Akseki Mahallesi,,,,,,,,,,,boundary,,,Q97229888,,
relation/17204377,relation/17204377,,"8",,,administrative,,,,,,Cumhuriyet Mahallesi,,,,,,,,,,,boundary,,,Q97230513,,
relation/17208083,relation/17208083,,"8",,,administrative,,,,,,Karadana Mahallesi,,,,,,,,,,,boundary,,,Q6367822,,
relation/17214445,relation/17214445,,"8",,,administrative,,,,,,Dedeler Mahallesi,,,,,,,,,,,boundary,,,Q4833017,,
relation/17214902,relation/17214902,,"8",,,administrative,,,,,,Yukarı Emirler Mahallesi,,,,,,,,,,,boundary,,,Q8003839,,
relation/17214947,relation/17214947,,"8",,,administrative,,,,,,Dağkalfat Mahallesi,,,,,,,,,,,boundary,,,Q4833335,,
relation/17215006,relation/17215006,,"8",,,administrative,,,,,,Susuz Mahallesi,,,,,,,,,,,boundary,,,Q7649821,,
relation/17225769,relation/17225769,,"8",,,administrative,,,,,,Okçular Mahallesi,,,,,,,,,,,boundary,,,Q4833378,,
relation/17225865,relation/17225865,,"8",,,administrative,,,,,,Mahmutoğlan Mahallesi,,,,,,,,,,,boundary,,,Q6734686,,
relation/17225883,relation/17225883,,"8",,,administrative,,,,,,Çitköy Mahallesi,,,,,,,,,,,boundary,,,Q8004383,,
relation/17225939,relation/17225939,,"8",,,administrative,,,,,,Saraycık Mahallesi,,,,,,,,,,,boundary,,,Q4833319,,
relation/17226043,relation/17226043,,"8",,,administrative,,,,,,Sarıkoz Mahallesi,,,,,,,,,,,boundary,,,Q4833275,,
relation/17226091,relation/17226091,,"8",,,administrative,,,,,,Sele Mahallesi,,,,,,,,,,,boundary,,,Q8003193,,
relation/17226109,relation/17226109,,"8",,,administrative,,,,,,Yazlıca Mahallesi,,,,,,,,,,,boundary,,,Q8050626,,
relation/17227243,relation/17227243,,"8",,,administrative,,,,,,Karaman Mahallesi,,,,,,,,,,,boundary,,,Q6368275,,
relation/17227298,relation/17227298,,"8",,,administrative,,,,,,Karaağaç Mahallesi,,,,,,,,,,,boundary,,,Q6367607,,
relation/17227305,relation/17227305,,"8",,,administrative,,,,,,Tahtayazı Mahallesi,,,,,,,,,,,boundary,,,Q11256720,,
relation/17227335,relation/17227335,,"8",,,administrative,,,,,,Aşağı Çavundur Mahallesi,,,,,,,,,,,boundary,,,Q4833514,,
relation/17227388,relation/17227388,,"8",,,administrative,,,,,,Gökçedere Mahallesi,,,,,,,,,,,boundary,,,Q5626529,,
relation/17227466,relation/17227466,,"8",,,administrative,,,,,,Sığırlıhacı Mahallesi,,,,,,,,,,,boundary,,,Q7667115,,
relation/17228131,relation/17228131,,"8",,,administrative,,,,,,Kutuören Mahallesi,,,,,,,,,,,boundary,,,Q6448671,,
relation/17228132,relation/17228132,,"8",,,administrative,,,,,,Tuğla Mahallesi,,,,,,,,,,,boundary,,,Q7857306,,
relation/17229122,relation/17229122,,"8",,,administrative,,,,,,Gümüşyayla Mahallesi,,,,,,,,,,,boundary,,,Q5626906,,
relation/17229378,relation/17229378,,"8",,,administrative,,,,,,Yakuphasan Mahallesi,,,,,,,,,,,boundary,,,Q8003409,,
relation/17229432,relation/17229432,,"8",,,administrative,,,,,,Yılmaz Mahallesi,,,,,,,,,,,boundary,,,Q8062633,,
relation/17229626,relation/17229626,,"8",,,administrative,,,,,,Karataş Mahallesi,,,,,,,,,,,boundary,,,Q4833007,,
relation/17229765,relation/17229765,,"8",,,administrative,,,,,,Özlüce Mahallesi,,,,,,,,,,,boundary,,,Q8008174,,
relation/17446814,relation/17446814,,"8",,,administrative,,,,,,Teberik Mahallesi,,,,,,,,,,,boundary,,,Q97222966,,
relation/17518362,relation/17518362,,"8",,,administrative,,,,,,Hançılı Mahallesi,,,,,,,,,,,boundary,,,Q5647079,,
relation/17518377,relation/17518377,,"8",,,administrative,,,,,,Karatepe Mahallesi,,,,,,,,,,,boundary,,,Q4831884,,
relation/17518409,relation/17518409,,"8",,,administrative,,,,,,Demirtaş Mahallesi,,,,,,,,,,,boundary,,,Q4831541,,
relation/17518670,relation/17518670,,"8",,,administrative,,,,,,Kınık Mahallesi,,,,,,,,,,,boundary,,,Q4831573,,
relation/17520876,relation/17520876,,"8",,,administrative,,,,,,Satılar Mahallesi,,,,,,,,,,,boundary,,,Q7426989,,
relation/17522033,relation/17522033,,"8",,,administrative,,,,,,Mahmutlar Mahallesi,,,,,,,,,,,boundary,,,Q4832273,,
relation/17522493,relation/17522493,,"8",,,administrative,,,,,,Elmapınar Mahallesi,,,,,,,,,,,boundary,,,Q4832232,,
relation/17522560,relation/17522560,,"8",,,administrative,,,,,,Afşar Mahallesi,,,,,,,,,,,boundary,,,Q4690899,,
relation/17522603,relation/17522603,,"8",,,administrative,,,,,,Yurtyenice Mahallesi,,,,,,,,,,,boundary,,,Q4832187,,
relation/17528294,relation/17528294,,"8",,,administrative,,,,,,Uyarca Mahallesi,,,,,,,,,,,boundary,,,Q4831872,,
relation/17528295,relation/17528295,,"8",,,administrative,,,,,,Kargın Mahallesi,,,,,,,,,,,boundary,,,Q109960892,,
relation/17528389,relation/17528389,,"8",,,administrative,,,,,,Akkuzulu Mahallesi,,,,,,,,,,,boundary,,,Q4701421,,
relation/17528765,relation/17528765,,"8",,,administrative,,,,,,Buğra Mahallesi,,,,,,,,,,,boundary,,,Q4831602,,
relation/17528794,relation/17528794,,"8",,,administrative,,,,,,Gökçeören Mahallesi,,,,,,,,,,,boundary,,,Q4831110,,
relation/17528810,relation/17528810,,"8",,,administrative,,,,,,Alibeyli Mahallesi,,,,,,,,,,,boundary,,,Q4725649,,
relation/17530499,relation/17530499,,"8",,,administrative,,,,,,Karalar Mahallesi,,,,,,,,,,,boundary,,,Q4832345,,
relation/17531576,relation/17531576,,"8",,,administrative,,,,,,Gökdere Mahallesi,,,,,,,,,,,boundary,,,Q4831446,,
relation/17531733,relation/17531733,,"8",,,administrative,,,,,,Samanlık Mahallesi,,,,,,,,,,,boundary,,,Q7408602,,
relation/17533265,relation/17533265,,"8",,,administrative,,,,,,Yalım Mahallesi,,,,,,,,,,,boundary,,,Q8047545,,
relation/17533510,relation/17533510,,"8",,,administrative,,,,,,Gölköy Mahallesi,,,,,,,,,,,boundary,,,Q5626578,,
relation/17533622,relation/17533622,,"8",,,administrative,,,,,,Şeyhmahmut Mahallesi,,,,,,,,,,,boundary,,,Q8082513,,
relation/17538114,relation/17538114,,"8",,,administrative,,,,,,Ahikemal Şenyurt Mahallesi,,,,,,,,,,,boundary,,,Q97219836,,
relation/17542447,relation/17542447,,"8",,,administrative,,,,,,Halilağa Tabakhane Mahallesi,,,,,,,,,,,boundary,,,Q109960886,,
relation/17542499,relation/17542499,,"8",,,administrative,,,,,,Çanşa Kale Mahallesi,,,,,,,,,,,boundary,,,Q97223649,,
relation/17542638,relation/17542638,,"8",,,administrative,,,,,,Ahiler Yenice Mahallesi,,,,,,,,,,,boundary,,,Q97219843,,
relation/17542658,relation/17542658,,"8",,,administrative,,,,,,Cumasaray Mahallesi,,,,,,,,,,,boundary,,,Q109960885,,
relation/17542790,relation/17542790,,"8",,,administrative,,,,,,Halitcevriaslangil Mahallesi,,,,,,,,,,,boundary,,,Q97221468,,
relation/17542867,relation/17542867,,"8",,,administrative,,,,,,Yenidoğan Yeşilyurt Mahallesi,,,,,,,,,,,boundary,,,Q97223353,,
relation/17542915,relation/17542915,,"8",,,administrative,,,,,,Gümüşpınar Mahallesi,,,,,,,,,,,boundary,,,Q8002847,,
relation/17542946,relation/17542946,,"8",,,administrative,,,,,,Aktepe Mahallesi,,,,,,,,,,,boundary,,,Q4701877,,
relation/17542971,relation/17542971,,"8",,,administrative,,,,,,Tilkiköy Mahallesi,,,,,,,,,,,boundary,,,Q7802168,,
relation/17543125,relation/17543125,,"8",,,administrative,,,,,,Arkbürk Mahallesi,,,,,,,,,,,boundary,,,Q4791948,,
relation/17543155,relation/17543155,,"8",,,administrative,,,,,,Eskiköy Mahallesi,,,,,,,,,,,boundary,,,Q4831748,,
relation/17543195,relation/17543195,,"8",,,administrative,,,,,,Çiftlikköy Mahallesi,,,,,,,,,,,boundary,,,Q8077709,,
relation/17544835,relation/17544835,,"8",,,administrative,,,,,,Kızılkaya Mahallesi,,,,,,,,,,,boundary,,,Q6454854,,
relation/17544929,relation/17544929,,"8",,,administrative,,,,,,Akkaynak Mahallesi,,,,,,,,,,,boundary,,,Q4701358,,
relation/17544930,relation/17544930,,"8",,,administrative,,,,,,Karahüyük Mahallesi,,,,,,,,,,,boundary,,,Q6367969,,
relation/17544931,relation/17544931,,"8",,,administrative,,,,,,Kılçak Mahallesi,,,,,,,,,,,boundary,,,Q4831549,,
relation/17544932,relation/17544932,,"8",,,administrative,,,,,,Keklicek Mahallesi,,,,,,,,,,,boundary,,,Q4832424,,
relation/17545003,relation/17545003,,"8",,,administrative,,,,,,Hacıköy Mahallesi,,,,,,,,,,,boundary,,,Q4831773,,
relation/17546315,relation/17546315,,"8",,,administrative,,,,,,Değirmenkaya Mahallesi,,,,,,,,,,,boundary,,,Q4831839,,
relation/17546366,relation/17546366,,"8",,,administrative,,,,,,Akçataş Mahallesi,,,,,,,,,,,boundary,,,Q4702084,,
relation/17546509,relation/17546509,,"8",,,administrative,,,,,,Yılanlı Mahallesi,,,,,,,,,,,boundary,,,Q8062615,,
relation/17546705,relation/17546705,,"8",,,administrative,,,,,,Hasayaz Mahallesi,,,,,,,,,,,boundary,,,Q5678662,,
relation/17546753,relation/17546753,,"8",,,administrative,,,,,,Yeniçöte Mahallesi,,,,,,,,,,,boundary,,,Q8052364,,
relation/17547029,relation/17547029,,"8",,,administrative,,,,,,Yeşilöz Mahallesi,,,,,,,,,,,boundary,,,Q4832160,,
relation/17547309,relation/17547309,,"8",,,administrative,,,,,,Tavşancık Mahallesi,,,,,,,,,,,boundary,,,Q7689184,,
relation/17549080,relation/17549080,,"8",,,administrative,,,,,,Dağdemir Mahallesi,,,,,,,,,,,boundary,,,Q4831566,,
relation/17549268,relation/17549268,,"8",,,administrative,,,,,,Çandır Mahallesi,,,,,,,,,,,boundary,,,Q4831685,,
relation/17549286,relation/17549286,,"8",,,administrative,,,,,,Çaykaya Mahallesi,,,,,,,,,,,boundary,,,Q4832264,,
relation/17549287,relation/17549287,,"8",,,administrative,,,,,,Yüzbey Mahallesi,,,,,,,,,,,boundary,,,Q8062608,,
relation/17549329,relation/17549329,,"8",,,administrative,,,,,,Altıntaş Mahallesi,,,,,,,,,,,boundary,,,Q4737092,,
relation/17550486,relation/17550486,,"8",,,administrative,,,,,,Beykavağı Mahallesi,,,,,,,,,,,boundary,,,Q4832228,,
relation/17550568,relation/17550568,,"8",,,administrative,,,,,,Şemsettin Mahallesi,,,,,,,,,,,boundary,,,Q8082466,,
relation/17550633,relation/17550633,,"8",,,administrative,,,,,,Koyunbaba Mahallesi,,,,,,,,,,,boundary,,,Q4831534,,
relation/17550634,relation/17550634,,"8",,,administrative,,,,,,Kuyucak Mahallesi,,,,,,,,,,,boundary,,,Q4831981,,
relation/17550674,relation/17550674,,"8",,,administrative,,,,,,Eşmedere Mahallesi,,,,,,,,,,,boundary,,,Q4832082,,
relation/17552191,relation/17552191,,"8",,,administrative,,,,,,Ahmetadil Mahallesi,,,,,,,,,,,boundary,,,Q4696219,,
relation/17552192,relation/17552192,,"8",,,administrative,,,,,,Kozayağı Mahallesi,,,,,,,,,,,boundary,,,Q6435218,,
relation/17552224,relation/17552224,,"8",,,administrative,,,,,,Karacakaya Mahallesi,,,,,,,,,,,boundary,,,Q367641,,
relation/17552313,relation/17552313,,"8",,,administrative,,,,,,Haydar Mahallesi,,,,,,,,,,,boundary,,,Q5686238,,
relation/17552335,relation/17552335,,"8",,,administrative,,,,,,Elecik Mahallesi,,,,,,,,,,,boundary,,,Q5354490,,
relation/17552575,relation/17552575,,"8",,,administrative,,,,,,Çınar Mahallesi,,,,,,,,,,,boundary,,,Q8077839,,
relation/17552655,relation/17552655,,"8",,,administrative,,,,,,Balıkhisar Mahallesi,,,,,,,,,,,boundary,,,Q4853223,,
relation/17552671,relation/17552671,,"8",,,administrative,,,,,,Güzelhisar Mahallesi,,,,,,,,,,,boundary,,,Q5627195,,
relation/17552756,relation/17552756,,"8",,,administrative,,,,,,Saracalar Mahallesi,,,,,,,,,,,boundary,,,Q7421947,,
relation/17554115,relation/17554115,,"8",,,administrative,,,,,,Peçenek Mahallesi,,,,,,,,,,,boundary,,,Q97321003,,
relation/17554116,relation/17554116,,"8",,,administrative,,,,,,Altınova Mahallesi,,,,,,,,,,,boundary,,,Q97320904,,
relation/17554219,relation/17554219,,"8",,,administrative,,,,,,Yıldırım Beyazıt Mahallesi,,,,,,,,,,,boundary,,,Q97321058,,
relation/17554578,relation/17554578,,"8",,,administrative,,,,,,Yeni Karaköy Mahallesi,,,,,,,,,,,boundary,,,Q12810250,,
relation/17554594,relation/17554594,,"8",,,administrative,,,,,,Saray Osmangazi Mahallesi,,,,,,,,,,,boundary,,,Q97321017,,
relation/17554903,relation/17554903,,"8",,,administrative,,,,,,Saray Fatih Mahallesi,,,,,,,,,,,boundary,,,Q97321016,,
relation/17554934,relation/17554934,,"8",,,administrative,,,,,,Saray Cumhuriyet Mahallesi,,,,,,,,,,,boundary,,,Q97321015,,
relation/17554994,relation/17554994,,"8",,,administrative,,,,,,Saray Gümüşoluk Mahallesi,,,,,,,,,,,boundary,,,Q109393847,,
relation/17555010,relation/17555010,,"8",,,administrative,,,,,,Kösrelikkızığı Mahallesi,,,,,,,,,,,boundary,,,Q6454019,,
relation/17555911,relation/17555911,,"8",,,administrative,,,,,,Abadan Mahallesi,,,,,,,,,,,boundary,,,Q4663197,,
relation/17555932,relation/17555932,,"8",,,administrative,,,,,,Karşıyaka Mahallesi,,,,,,,,,,,boundary,,,Q97320955,,
relation/17556015,relation/17556015,,"8",,,administrative,,,,,,Sirkeli Yeşilova Mahallesi,,,,,,,,,,,boundary,,,Q97321024,,
relation/17557057,relation/17557057,,"8",,,administrative,,,,,,Tekirler Mahallesi,,,,,,,,,,,boundary,,,Q7695359,,
relation/17557058,relation/17557058,,"8",,,administrative,,,,,,Nebioğlu Mahallesi,,,,,,,,,,,boundary,,,Q6984603,,
relation/17559486,relation/17559486,,"8",,,administrative,,,,,,Yuva Mahallesi,,,,,,,,,,,boundary,,,Q8062142,,
relation/17559534,relation/17559534,,"8",,,administrative,,,,,,Yusufuşağı Mahallesi,,,,,,,,,,,boundary,,,Q4831440,,
relation/17559535,relation/17559535,,"8",,,administrative,,,,,,İnebeyli Mahallesi,,,,,,,,,,,boundary,,,Q4831832,,
relation/17561721,relation/17561721,,"8",,,administrative,,,,,,Demirayak Mahallesi,,,,,,,,,,,boundary,,,Q4831764,,
relation/17561722,relation/17561722,,"8",,,administrative,,,,,,Altınbaşak Mahallesi,,,,,,,,,,,boundary,,,Q4737073,,
relation/17563180,relation/17563180,,"8",,,administrative,,,,,,Sirkeli Yeşilyurt Mahallesi,,,,,,,,,,,boundary,,,Q97321026,,
relation/17563284,relation/17563284,,"8",,,administrative,,,,,,Balcılar Mahallesi,,,,,,,,,,,boundary,,,Q4850284,,
relation/17563326,relation/17563326,,"8",,,administrative,,,,,,Pazar Başören Mahallesi,,,,,,,,,,,boundary,,,Q7117812,,
relation/17564249,relation/17564249,,"8",,,administrative,,,,,,Danişment Mahallesi,,,,,,,,,,,boundary,,,Q5219919,,
relation/17564250,relation/17564250,,"8",,,administrative,,,,,,Yenice Mahallesi,,,,,,,,,,,boundary,,,Q8008092,,
relation/17564251,relation/17564251,,"8",,,administrative,,,,,,Uzunöz Mahallesi,,,,,,,,,,,boundary,,,Q7905255,,
relation/17564253,relation/17564253,,"8",,,administrative,,,,,,Yıldırımyağlıca Mahallesi,,,,,,,,,,,boundary,,,Q8003212,,
relation/17564284,relation/17564284,,"8",,,administrative,,,,,,Yıldırımdemirciler Mahallesi,,,,,,,,,,,boundary,,,Q8003736,,
relation/17564400,relation/17564400,,"8",,,administrative,,,,,,Bayır Mahallesi,,,,,,,,,,,boundary,,,Q4875062,,
relation/17564543,relation/17564543,,"8",,,administrative,,,,,,Çukurca Mahallesi,,,,,,,,,,,boundary,,,Q8077805,,
relation/17564548,relation/17564548,,"8",,,administrative,,,,,,Fasıl Mahallesi,,,,,,,,,,,boundary,,,Q5437140,,
relation/17564549,relation/17564549,,"8",,,administrative,,,,,,Harmancık Mahallesi,,,,,,,,,,,boundary,,,Q5659050,,
relation/17564652,relation/17564652,,"8",,,administrative,,,,,,Kömürcü Mahallesi,,,,,,,,,,,boundary,,,Q6453862,,
relation/17564653,relation/17564653,,"8",,,administrative,,,,,,Yakupabdal Mahallesi,,,,,,,,,,,boundary,,,Q97389560,,
relation/17564699,relation/17564699,,"8",,,administrative,,,,,,Eğerlibaşköy Mahallesi,,,,,,,,,,,boundary,,,Q5423505,,
relation/17564776,relation/17564776,,"8",,,administrative,,,,,,Aksak Mahallesi,,,,,,,,,,,boundary,,,Q4701738,,
relation/17564886,relation/17564886,,"8",,,administrative,,,,,,Eğerlidereköy Mahallesi,,,,,,,,,,,boundary,,,Q5423499,,
relation/17565392,relation/17565392,,"8",,,administrative,,,,,,Yayla Mahallesi,,,,,,,,,,,boundary,,,Q97389568,,
relation/17565393,relation/17565393,,"8",,,administrative,,,,,,Çavuşlu Mahallesi,,,,,,,,,,,boundary,,,Q6089209,,
relation/17565394,relation/17565394,,"8",,,administrative,,,,,,Karahasanlı Mahallesi,,,,,,,,,,,boundary,,,Q6098132,,
relation/17565395,relation/17565395,,"8",,,administrative,,,,,,Akarlar Mahallesi,,,,,,,,,,,boundary,,,Q4700300,,
relation/17565396,relation/17565396,,"8",,,administrative,,,,,,Evciler Mahallesi,,,,,,,,,,,boundary,,,Q5416108,,
relation/17566257,relation/17566257,,"8",,,administrative,,,,,,Kayabükü Mahallesi,,,,,,,,,,,boundary,,,Q10778274,,
relation/17566258,relation/17566258,,"8",,,administrative,,,,,,Avcıova Mahallesi,,,,,,,,,,,boundary,,,Q4827906,,
relation/17566259,relation/17566259,,"8",,,administrative,,,,,,Yukarıulucak Mahallesi,,,,,,,,,,,boundary,,,Q10837849,,
relation/17566629,relation/17566629,,"8",,,administrative,,,,,,Yağcıhüseyin Mahallesi,,,,,,,,,,,boundary,,,Q8002828,,
relation/17566630,relation/17566630,,"8",,,administrative,,,,,,Belpınar Mahallesi,,,,,,,,,,,boundary,,,Q4884665,,
relation/17566809,relation/17566809,,"8",,,administrative,,,,,,Salın Mahallesi,,,,,,,,,,,boundary,,,Q7407012,,
relation/17566816,relation/17566816,,"8",,,administrative,,,,,,Beşkonak Mahallesi,,,,,,,,,,,boundary,,,Q4900452,,
relation/17568392,relation/17568392,,"8",,,administrative,,,,,,Eğerlikozören Mahallesi,,,,,,,,,,,boundary,,,Q5423506,,
relation/17568415,relation/17568415,,"8",,,administrative,,,,,,Eğerlialören Mahallesi,,,,,,,,,,,boundary,,,Q5423501,,
relation/17568586,relation/17568586,,"8",,,administrative,,,,,,Yukarıçanlı Mahallesi,,,,,,,,,,,boundary,,,Q8060599,,
relation/17568655,relation/17568655,,"8",,,administrative,,,,,,Yukarıkese Mahallesi,,,,,,,,,,,boundary,,,Q8060587,,
relation/17571427,relation/17571427,,"8",,,administrative,,,,,,Kasımlar Mahallesi,,,,,,,,,,,boundary,,,Q6374944,,
relation/17571596,relation/17571596,,"8",,,administrative,,,,,,Hıdırlar Mahallesi,,,,,,,,,,,boundary,,,Q5965115,,
relation/17571604,relation/17571604,,"8",,,administrative,,,,,,İğceler Mahallesi,,,,,,,,,,,boundary,,,Q8003498,,
relation/17582326,relation/17582326,,"8",,,administrative,,,,,,Süleler Mahallesi,,,,,,,,,,,boundary,,,Q7666716,,
relation/17582427,relation/17582427,,"8",,,administrative,,,,,,Berçinçatak Mahallesi,,,,,,,,,,,boundary,,,Q4896144,,
relation/17582428,relation/17582428,,"8",,,administrative,,,,,,Üyücek Mahallesi,,,,,,,,,,,boundary,,,Q8003878,,
relation/17582440,relation/17582440,,"8",,,administrative,,,,,,Gebeler Mahallesi,,,,,,,,,,,boundary,,,Q5529562,,
relation/17583711,relation/17583711,,"8",,,administrative,,,,,,Berçinyayalar Mahallesi,,,,,,,,,,,boundary,,,Q4896143,,
relation/17583712,relation/17583712,,"8",,,administrative,,,,,,Şahinler,,,,,,,,,,,boundary,,,Q8003015,,
relation/17584339,relation/17584339,,"8",,,administrative,,,,,,Avdan Mahallesi,,,,,,,,,,,boundary,,,Q4827918,,
relation/17618165,relation/17618165,,"8",,,administrative,,,,,,Gökbel Mahallesi,,,,,,,,,,,boundary,,,Q5626472,,
relation/17618322,relation/17618322,,"8",,,administrative,,,,,,Dereneci Mahallesi,,,,,,,,,,,boundary,,,Q8003810,,
relation/17627282,relation/17627282,,"8",,,administrative,,,,,,Kavaközü Mahallesi,,,,,,,,,,,boundary,,,Q6379037,,
relation/17627515,relation/17627515,,"8",,,administrative,,,,,,Karaağaç Mahallesi,,,,,,,,,,,boundary,,,Q6367598,,
relation/17631020,relation/17631020,,"8",,,administrative,,,,,,Bulak Mahallesi,,,,,,,,,,,boundary,,,Q4987197,,
relation/17631050,relation/17631050,,"8",,,administrative,,,,,,Ayvacık Mahallesi,,,,,,,,,,,boundary,,,Q8003727,,
relation/17631876,relation/17631876,,"8",,,administrative,,,,,,Güvem Mahallesi,,,,,,,,,,,boundary,,,Q5627173,,
relation/17631883,relation/17631883,,"8",,,administrative,,,,,,Semeler Mahallesi,,,,,,,,,,,boundary,,,Q7449205,,
relation/17631999,relation/17631999,,"8",,,administrative,,,,,,Saray Mahallesi,,,,,,,,,,,boundary,,,Q7423470,,
relation/17632000,relation/17632000,,"8",,,administrative,,,,,,Çukurören Mahallesi,,,,,,,,,,,boundary,,,Q8003799,,
relation/17632167,relation/17632167,,"8",,,administrative,,,,,,Oğlakçı Mahallesi,,,,,,,,,,,boundary,,,Q7116764,,
relation/17632252,relation/17632252,,"8",,,administrative,,,,,,Yanık Özbekler Mahallesi,,,,,,,,,,,boundary,,,Q8049019,,
relation/17633493,relation/17633493,,"8",,,administrative,,,,,,Kızılcaören Mahallesi,,,,,,,,,,,boundary,,,Q6454827,,
relation/17633494,relation/17633494,,"8",,,administrative,,,,,,Ciğirler Mahallesi,,,,,,,,,,,boundary,,,Q5124827,,
relation/17641584,relation/17641584,,"8",,,administrative,,,,,,Gazi Mustafa Kemalpaşa Mahallesi,,,,,,,,,,,boundary,,,Q97231030,,
relation/17641680,relation/17641680,,"8",,,administrative,,,,,,Yenice Mahallesi,,,,,,,,,,,boundary,,,Q97232675,,
relation/17641681,relation/17641681,,"8",,,administrative,,,,,,Akçay Mahallesi,,,,,,,,,,,boundary,,,Q97229914,,
relation/17641682,relation/17641682,,"8",,,administrative,,,,,,Karşıyaka Mahallesi,,,,,,,,,,,boundary,,,Q97231384,,
relation/17663609,relation/17663609,,"8",,,administrative,,,,,,Karacaören Mahallesi,,,,,,,,,,,boundary,,,Q6367710,,
relation/17669753,relation/17669753,,"8",,,administrative,,,,,,Sazak Mahallesi,,,,,,,,,,,boundary,,,Q7429391,,
relation/17807626,relation/17807626,,"8",,,administrative,,,,,,Oltan Mahallesi,,,,,,,neighbourhood,"1589",2023/12/31,,boundary,,,,,
relation/18231685,relation/18231685,,"8",,,administrative,,,,,,Yeni Mahallesi,,,,,,,,,,,boundary,,,,,
relation/18231721,relation/18231721,,"8",,,administrative,,,,,,Seyran Mahallesi,,,,,,,,,,,boundary,,,,,
relation/18231783,relation/18231783,,"8",,,administrative,,,,,,Kayabaşı Mahallesi,,,,,,,,,,,boundary,,,,,
relation/18232399,relation/18232399,,"8",,,administrative,,,,,,Medrese Mahallesi,,,,,,,,,,,boundary,,,,,
relation/18232478,relation/18232478,,"8",,,administrative,,,,,,Çaldağ Mahallesi,,,,,,,,,,,boundary,,,,,
relation/18485843,relation/18485843,,"8",,,administrative,,,,,,Kargalı Mahallesi,,,,,,,,,,,boundary,,,,,
relation/18486125,relation/18486125,,"8",,,administrative,,,,,,Eski Polatlı Mahallesi,,,,,,,,,,,boundary,,,,,
relation/18486126,relation/18486126,,"8",,,administrative,,,,,,Gündoğan Mahallesi,,,,,,,,,,,boundary,,,,,
relation/18486157,relation/18486157,,"8",,,administrative,,,,,,Türkkarsak Mahallesi,,,,,,,,,,,boundary,,,,,
relation/18698108,relation/18698108,,"8",,,administrative,,,,,,Cumhuriyet Mahallesi,,,,,,,,,,,boundary,,,,,
relation/18698109,relation/18698109,,"8",,,administrative,,,,,,Çakırlar Mahallesi,,,,,,,,,,,boundary,,,,,
relation/19516175,relation/19516175,,"8",,,administrative,,,,,,Ahi Evran OSB Mahallesi,,,,,,,,,,,boundary,,,,,
relation/19538553,relation/19538553,,"8",,,administrative,,,,,,Yaylabağ Mahallesi,,,,,,,,,,,boundary,,,,,
relation/19550219,relation/19550219,,"8",,,administrative,,,,,,Eymir Mahallesi,,,,,,,,,,,boundary,,,,,
relation/19550238,relation/19550238,,"8",,,administrative,,,,,,Örencik Mahallesi,,,,,,,,,,,boundary,,,,,
relation/19550294,relation/19550294,,"8",,,administrative,,,,,,Yurtbeyi Mahallesi,,,,,,,,,,,boundary,,,,,
relation/19566255,relation/19566255,,"8",,,administrative,,,,,,Seğmenler Mahallesi,,,,,,,,,,,boundary,,,,,
